,Description,Category,SubCategory1,SubCategory2,SubCategory3
1095,Toilet bowl at orac crossing velpsestraat / kootwijstraat,Waste,Bulky waste,Construction and demolition waste,
1096,Construction waste found on Hengelolaan at house numbers 67-83,Waste,Bulky waste,Construction and demolition waste,
1097,large stone tiles dumped,Waste,Bulky waste,Construction and demolition waste,
1098,construction demolition waste has been dumped on the Veenendaalkade near house number 338. It concerns 2 washbasins.,Waste,Bulky waste,Construction and demolition waste,
1099,Concerns construction / demolition waste,Waste,Bulky waste,Construction and demolition waste,
1100,Have been tiles on the sidewalk for a week.,Waste,Bulky waste,Construction and demolition waste,
1101,"On the corner of Dedemsvaartweg and Oosterhesselenstraat, there is construction waste, cans of paint and stone near the orac's",Waste,Bulky waste,Construction and demolition waste,
1102,"Ms. has engaged a company that has installed window frames in her home. These are supplied on a large metal rack. The work is finished, but the rack is still there. Ms. has been in contact with the company, but they are in no hurry to pick it up. Her neighbors complain to mrs because the rack is taking up parking spaces. They are also dangerous. Can the rack be removed?",Waste,Bulky waste,Construction and demolition waste,
1103,large glass plates Mrs. indicates that the neighbors of house number 46 have been there for 3 days and happened more often,Waste,Bulky waste,Construction and demolition waste,
1104,"There is construction waste next to the road, so people throw it on the cars. This construction waste is left behind by the contractor. Construction waste such as tiles and glass lies along the road. Can be maintained on this.",Waste,Bulky waste,Construction and demolition waste,
1105,construction and demolition waste next to the collection container.,Waste,Bulky waste,Construction and demolition waste,
1106,There are dumped plates on the sidewalk,Waste,Bulky waste,Construction and demolition waste,
1107,15 cubic meters illegally dumped according to HH,Waste,Bulky waste,Construction and demolition waste,
1108,"In front of the door of Tomatenlaan 14 A, blocks of granite have been illegally laid on the sidewalk, please maintain and remove these blocks",Waste,Bulky waste,Construction and demolition waste,
1109,Lots of stones on the road. Can this be removed?,Waste,Bulky waste,Construction and demolition waste,
1110,Mrs. reports a project that has been halted for 3.5 weeks. There is a large waste container on the sidewalk with stones. The sidewalk around the oracs is also not finished yet. What is going to happen now? Residents have to go through the sand to offer their waste.,Waste,Bulky waste,Construction and demolition waste,
1111,"Since New Year's Eve there has been a palst en ton on the sidewalk that causes dangerous situations. Please have it removed. Thank you very much in advance, M. yakoubi",Waste,Bulky waste,Construction and demolition waste,
1112,"Rubble / construction and demolition waste has been dumped in ORACs, everything is under the rubble and cement now. Please remove and maintain more often.",Waste,Bulky waste,Construction and demolition waste,
1113,"Mr. indicates that building plates have been placed on the lawn, no work can be found. It has also happened in the past when enforcement wanted to take a picture, which Mr. Can you see if this is allowed, and enforce it.",Waste,Bulky waste,Construction and demolition waste,
1114,In the green there is bulky waste and construction and demolition waste. ,Waste,Bulky waste,Construction and demolition waste,
1115,There is a sink that is broken.,Waste,Bulky waste,Construction and demolition waste,
1116,"oil tank, car tires, laminate couch, etc.",Waste,Bulky waste,Construction and demolition waste,
1117,Construction and demolition waste among the bushes (white stones) has been reported before: mor2255239,Waste,Bulky waste,Construction and demolition waste,
1118,"The Fred van Rijn company, for renovating your house, painting and wallpapering, throws its waste in the normal containers when they are at customers. They do not take it with them, but throw it in the regular waste with all the consequences that entails Roller shutters etc. are also thrown in the waste containers.",Waste,Bulky waste,Construction and demolition waste,
1119,Mister calls for a problem he has been in contact with before. He indicates that the residents of the houseboat in his street have been leaving pieces of wood on the quay for several months. This is not good for the street scene and is not tidy. Please look it up so that it can be removed. ,Waste,Bulky waste,Construction and demolition waste,
1120,"There are 4 wooden planks against a tree, they have been there for over 2 weeks. Please delete.",Waste,Bulky waste,Construction and demolition waste,
1121,Pallets placed next to the container,Waste,Bulky waste,Construction and demolition waste,
1122,There is a palette against a tree at Albertheijn,Waste,Bulky waste,Construction and demolition waste,
1123,There are 2 radio towers on the sidewalk,Waste,Bulky waste,Construction and demolition waste,
1124,"Construction and demolition waste street. blocks, toilet.",Waste,Bulky waste,Construction and demolition waste,
1125,"Plasterboard, old plumbing, gas blocks thrown on the street by the people who are renovating. Had made an appointment for bulky waste, but of course this was not included because construction and demolition waste. Bulky waste did ring the bell, but of course they did not open the door.",Waste,Bulky waste,Construction and demolition waste,
1126,Build rubbish between the bushes (white stones),Waste,Bulky waste,Construction and demolition waste,
1127,Build rubbish (bricks) on the sidewalk.,Waste,Bulky waste,Construction and demolition waste,
1128,Bathtub old fridge etc Left in the bushes ,Waste,Bulky waste,Construction and demolition waste,
1129,Just like on Guntersteinweg 14 rubble lies in the border / street,Waste,Bulky waste,Construction and demolition waste,
1130,uithof parking lot along the bossage zonnenoord at house numbers 25 / 77. on high moor 132/148,Waste,Bulky waste,Construction and demolition waste,
1131,There is a pipe of a zone wall near the hedge opposite orac that can be removed,Waste,Bulky waste,Construction and demolition waste,
1132,There are three white bags with plaster plates in plaster by the tree,Waste,Bulky waste,Construction and demolition waste,
1133,"plaster, tiles at an underground container",Waste,Bulky waste,Construction and demolition waste,
1134,Toilet bowl in grass and glass,Waste,Bulky waste,Construction and demolition waste,
1135,"Mr. indicates that there is a large concrete in the street, there were just waste employees who looked at it and left it there, Mr. indicates. The gentleman indicates that he has already reported this on Monday.",Waste,Bulky waste,Construction and demolition waste,
1136,Construction waste was placed at the ORAC,Waste,Bulky waste,Construction and demolition waste,
1137,"via chat: sir indicates that a few weeks ago a report was made of a construction disaster. The container that stood here has now been removed, the construction waste is still there. Can this be taken down? It winds through the street",Waste,Bulky waste,Construction and demolition waste,
1138,"there is all construction and demolition waste, iron and stones, wood, concrete, rubber, these people have cleaned up their garden and left everything behind.",Waste,Bulky waste,Construction and demolition waste,
1139,Debris has been dumped at orac,Waste,Bulky waste,Construction and demolition waste,
1140,"Mrs. had a bulky waste appointment, people have added 2 sinks and these were of course not taken. Can this still be removed?",Waste,Bulky waste,Construction and demolition waste,
1141,There is construction and demolition waste ,Waste,Bulky waste,Construction and demolition waste,
1142,"Reporting of construction waste that is in the public space, such as tiles and pipes, these have been open and exposed for three weeks. These are from neighbors who have grown their garden.",Waste,Bulky waste,Construction and demolition waste,
1143,Toilet left by tree. Please bring these with you. Has been there for months,Waste,Bulky waste,Construction and demolition waste,
