,Description,Category,SubCategory1,SubCategory2,SubCategory3
3143,Mr calls to tell us that a contractor is grinding construction tile at Jan Luykenlaan 189 every day and then placing it next to the orac.,Waste,Bulky waste,Bulky waste,Bulky waste
3144,There is waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3145,There is a lot of waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3146,The waste is on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3147,There is trash on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3148,There are 28 tiles near the lamppost.,Waste,Bulky waste,Bulky waste,Bulky waste
3149,The corner of Kuinrestraat is near a lamppost.,Waste,Bulky waste,Bulky waste,Bulky waste
3150,"The toilet bowl, container and broken bicycle have been here for over a week.",Waste,Bulky waste,Bulky waste,Bulky waste
3151,"A broken bicycle, a toilet bowl, and a container have been here for over a week.",Waste,Bulky waste,Bulky waste,Bulky waste
3152,The construction and demolition waste has been lying around for a while.,Waste,Bulky waste,Bulky waste,Bulky waste
3153,Several weeks have passed since construction and demolition waste was lying around.,Waste,Bulky waste,Bulky waste,Bulky waste
3154,Construction and demolition waste has been lying around for a while.,Waste,Bulky waste,Bulky waste,Bulky waste
3155,The waste has been lying around for a while.,Waste,Bulky waste,Bulky waste,Bulky waste
3156,The tree has been by the washbasin since Sunday.,Waste,Bulky waste,Bulky waste,Bulky waste
3157,The tree has been by the washbasin since December 6.,Waste,Bulky waste,Bulky waste,Bulky waste
3158,The tree has been outside since December 6.,Waste,Bulky waste,Bulky waste,Bulky waste
3159,Mr. wants to report something on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3160,Please remove Mr. from the picture of the public road.,Waste,Bulky waste,Bulky waste,Bulky waste
3161,Mr. wants to report a problem on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3162,Mr. would like to report a bathroom on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3163,Please remove Mr.'s request to report a washbasin on the public road.,Waste,Bulky waste,Bulky waste,Bulky waste
3164,A lot of wood has been left behind by construction workers in the p langendijkstr.,Waste,Bulky waste,Bulky waste,Bulky waste
3165,Construction workers have left a lot of wood behind after working in the p langendijkstr.,Waste,Bulky waste,Bulky waste,Bulky waste
3166,There are tiles next to a tree.,Waste,Bulky waste,Bulky waste,Bulky waste
3167,The tiles are near the tree.,Waste,Bulky waste,Bulky waste,Bulky waste
3168,There are tiles by a tree.,Waste,Bulky waste,Bulky waste,Bulky waste
3169,"There is a large amount of sand dumped near the bushes, instead of being removed.",Waste,Bulky waste,Bulky waste,Bulky waste
3170,There are mountains of sand near the bushes that are illegally deposited by KPN.,Waste,Bulky waste,Bulky waste,Bulky waste
3171,Large quantities of sand are dumped there instead of being removed because the cables are in the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3172,"Large quantities of sand are dumped there instead of being removed, which is concerning.",Waste,Bulky waste,Bulky waste,Bulky waste
3173,"There is a large amount of sand dumped near the bushes, instead of being taken away.",Waste,Bulky waste,Bulky waste,Bulky waste
3174,There were car tires and a jerry can.,Waste,Bulky waste,Bulky waste,Bulky waste
3175,The orac crossing has a toilet bowl.,Waste,Bulky waste,Bulky waste,Bulky waste
3176,A toilet bowl is crossing a street.,Waste,Bulky waste,Bulky waste,Bulky waste
3177,There is a toilet bowl at orac crossing.,Waste,Bulky waste,Bulky waste,Bulky waste
3178,There is construction waste on Hengelolaan.,Waste,Bulky waste,Bulky waste,Bulky waste
3179,Construction waste was found on Hengelolaan.,Waste,Bulky waste,Bulky waste,Bulky waste
3180,There is construction waste at house number 67-83.,Waste,Bulky waste,Bulky waste,Bulky waste
3181,Large stone tiles were dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
3182,The stone tiles were dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
3183,Stone tiles were dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
3184,The demolition waste was dumped near the house.,Waste,Bulky waste,Bulky waste,Bulky waste
3185,The demolition waste was dumped on the Veenendaalkade.,Waste,Bulky waste,Bulky waste,Bulky waste
3186,The demolition waste was dumped near the house number 338.,Waste,Bulky waste,Bulky waste,Bulky waste
3187,Concerns about construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3188,There are concerns about construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3189,I have been on the sidewalk for a week.,Waste,Bulky waste,Bulky waste,Bulky waste
3190,I've been on the sidewalk for a week.,Waste,Bulky waste,Bulky waste,Bulky waste
3191,Been on the sidewalk for a week.,Waste,Bulky waste,Bulky waste,Bulky waste
3192,"There are construction waste, cans of paint and stone on the corner.",Waste,Bulky waste,Bulky waste,Bulky waste
3193,"Ms. has been in contact with the company, but they are not hurrying to get the work done.",Waste,Bulky waste,Bulky waste,Bulky waste
3194,"Ms. has been in contact with the company, but they are not hurrying to install the frames.",Waste,Bulky waste,Bulky waste,Bulky waste
3195,"Ms. has been in contact with the company, but they have not yet picked up the window frames.",Waste,Bulky waste,Bulky waste,Bulky waste
3196,"Ms. has been in contact with the company, but they are not hurrying to pick it up.",Waste,Bulky waste,Bulky waste,Bulky waste
3197,"According to Mrs., the neighbors of house number 46 have been there for 3 days and happened more often.",Waste,Bulky waste,Bulky waste,Bulky waste
3198,Mrs says that the neighbors of house number 46 have been there for 3 days and happened more often.,Waste,Bulky waste,Bulky waste,Bulky waste
3199,People throw construction waste on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3200,There is construction waste next to the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3201,People throw construction waste on the cars.,Waste,Bulky waste,Bulky waste,Bulky waste
3202,The construction waste is left by the contractor.,Waste,Bulky waste,Bulky waste,Bulky waste
3203,There are plates on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3204,Plates are dumped on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3205,Plates are on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3206,"According to HH, 15 meters were illegally dumped.",Waste,Bulky waste,Bulky waste,Bulky waste
3207,Blocks of granite have been illegally laid on the sidewalk in front of the door of Tomatenlaan 14 A.,Waste,Bulky waste,Bulky waste,Bulky waste
3208,Blocks of granite have been illegally laid on the sidewalk in front of the door.,Waste,Bulky waste,Bulky waste,Bulky waste
3209,There are a lot of stones on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3210,There are lots of stones on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3211,Is it possible to remove the stones on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3212,The road has a lot of stones on it.,Waste,Bulky waste,Bulky waste,Bulky waste
3213,There are stones on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3214,There is a large waste container on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3215,The project has been halted for 3.5 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
3216,The project has been stopped for 3.5 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
3217,There has been a lot of people on the sidewalk since New Year's Eve.,Waste,Bulky waste,Bulky waste,Bulky waste
3218,Please remove the trash on the sidewalk that causes dangerous situations.,Waste,Bulky waste,Bulky waste,Bulky waste
3219,Everything is under the rubble and cement in the ORACs.,Waste,Bulky waste,Bulky waste,Bulky waste
3220,"Everything is under the rubble and cement in ORACs, so please remove and maintain more often.",Waste,Bulky waste,Bulky waste,Bulky waste
3221,The rubble and cement have been dumped in the ORACs.,Waste,Bulky waste,Bulky waste,Bulky waste
3222,"It has also happened in the past when enforcement wanted to take a picture, but Mr. can't see if this is allowed.",Waste,Bulky waste,Bulky waste,Bulky waste
3223,"It has also happened in the past when enforcement wanted to take a picture, which Mr.",Waste,Bulky waste,Bulky waste,Bulky waste
3224,There is construction and demolition waste in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
3225,The green has construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3226,Construction and demolition waste can be found in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
3227,The sink is broken.,Waste,Bulky waste,Bulky waste,Bulky waste
3228,There is a sink that isn't working.,Waste,Bulky waste,Bulky waste,Bulky waste
3229,"Oil tank, car tires, etc.",Waste,Bulky waste,Bulky waste,Bulky waste
3230,"Car tires, oil tank, etc.",Waste,Bulky waste,Bulky waste,Bulky waste
3231,There is construction and demolition waste among the bushes.,Waste,Bulky waste,Bulky waste,Bulky waste
3232,Construction and demolition waste has been reported before.,Waste,Bulky waste,Bulky waste,Bulky waste
3233,Next to the paint buckets.,Waste,Chemical waste,Chemical waste,Chemical waste
3234,The placement of paint buckets is next to it.,Waste,Chemical waste,Chemical waste,Chemical waste
3235,"The Fred van Rijn company throws its waste in the regular waste when they are at customers, but they don't take it with them.",Waste,Bulky waste,Bulky waste,Bulky waste
3236,"When they are at customers, the Fred van Rijn company throws its waste in the regular waste with all the consequences that come with it.",Waste,Bulky waste,Bulky waste,Bulky waste
3237,Mister says that the residents of the houseboat in his street have been leaving pieces of wood on the quay for months.,Waste,Bulky waste,Bulky waste,Bulky waste
3238,Mister says that the residents of the houseboat in his street have been leaving pieces of wood on the quay for a long time.,Waste,Bulky waste,Bulky waste,Bulky waste
3239,There are wooden planks against a tree and they have been there for over two weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
3240,"There are four wooden planked against a tree, they have been there for over two weeks.",Waste,Bulky waste,Bulky waste,Bulky waste
3241,There are boxes next to the container.,Waste,Bulky waste,Bulky waste,Bulky waste
3242,There are palletes next to the container.,Waste,Bulky waste,Bulky waste,Bulky waste
3243,Next to the container are palletes.,Waste,Bulky waste,Bulky waste,Bulky waste
3244,The containers were placed next to the Pallets.,Waste,Bulky waste,Bulky waste,Bulky waste
3245,There are palletes next to the container,Waste,Bulky waste,Bulky waste,Bulky waste
3246,There is a tree at Albertheijn.,Waste,Bulky waste,Bulky waste,Bulky waste
3247,There is a tree.,Waste,Bulky waste,Bulky waste,Bulky waste
3248,At Albertheijn there is a tree.,Waste,Bulky waste,Bulky waste,Bulky waste
3249,The tree is at Albertheijn.,Waste,Bulky waste,Bulky waste,Bulky waste
3250,Two radio towers are on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3251,There are two radio towers on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3252,The sidewalk has 2 radio towers on it.,Waste,Bulky waste,Bulky waste,Bulky waste
3253,There are two radio towers outside.,Waste,Bulky waste,Bulky waste,Bulky waste
3254,"Blocks, toilet, construction and demolition waste street.",Waste,Bulky waste,Bulky waste,Bulky waste
3255,"Blocks, toilet, street.",Waste,Bulky waste,Bulky waste,Bulky waste
3256,Blocks and a toilet on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3257,"Blocks, toilet.",Waste,Bulky waste,Bulky waste,Bulky waste
3258,The bulky waste was not included because of the construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3259,"Had made an appointment for bulky waste, but they didn't open the door because of construction and demolition waste.",Waste,Bulky waste,Bulky waste,Bulky waste
3260,"Had made an appointment for bulky waste, but it was not included because of construction and demolition waste.",Waste,Bulky waste,Bulky waste,Bulky waste
3261,They didn't open the door because they didn't include bulky waste because of construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3262,"Between the bushes, build rubbish.",Waste,Bulky waste,Bulky waste,Bulky waste
3263,There are white stones between the bushes.,Waste,Bulky waste,Bulky waste,Bulky waste
3264,"Between the bushes, build garbage.",Waste,Bulky waste,Bulky waste,Bulky waste
3265,The bushes have white stones.,Waste,Bulky waste,Bulky waste,Bulky waste
3266,There is rubbish between the bushes.,Waste,Bulky waste,Bulky waste,Bulky waste
3267,Rubbish can be built on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3268,You can build rubbish on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3269,Rubbish can be build on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3270,Rubbish is on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3271,There are old fridges left in the bushes.,Waste,Bulky waste,Bulky waste,Bulky waste
3272,There is a Bathtub old fridge left in the bushes.,Waste,Bulky waste,Bulky waste,Bulky waste
3273,The old fridge is in the bushes.,Waste,Bulky waste,Bulky waste,Bulky waste
3274,The rubble lies in the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3275,There is rubble in the street just like there is rubble in the border.,Waste,Bulky waste,Bulky waste,Bulky waste
3276,The rubble is the same as on Guntersteinweg 14.,Waste,Bulky waste,Bulky waste,Bulky waste
3277,There is a parking lot on the high moor.,Waste,Bulky waste,Bulky waste,Bulky waste
